Vendor,Bid Amount,CONT_ID,LEV2_OFFICE_NBR,DESC1,C_O_NBR,CD_DESC,APPR_DT,C_O_AMT,CHNG_DESC,C_O_T
"APC CONSTRUCTION CO., LLC","$715,892.15",C17278,1,SH 72 OVERLAY AND WIDENING MP 10.6 TO 13.1,004,Contract Modification Order,20110104,$0.00,Extra Work,CO
"APC CONSTRUCTION CO., LLC","$715,892.15",C17278,1,SH 72 OVERLAY AND WIDENING MP 10.6 TO 13.1,006,Contract Modification Order,20110208,$0.00,Gate Repair and Materials for Maintenance,CO
"APC CONSTRUCTION CO., LLC","$715,892.15",C17278,1,SH 72 OVERLAY AND WIDENING MP 10.6 TO 13.1,005,Subcontractor/Supplier Lien-SiteMgr only,20110111,"-$1,263.03",Lien against APC,CL
KIEWIT INFRASTRUCTURE CO.,"$5,430,545.00",C17280,5,US 160 INTERCHANGE PHASE 3,003,Contract Modification Order,20120301,$0.00,CR232 Island Mobilization / Guardrail Type 6 Material,CO
KIEWIT INFRASTRUCTURE CO.,"$5,430,545.00",C17280,5,US 160 INTERCHANGE PHASE 3,002,Contract Modification Order,20110822,"$392,058.26",Ramp B Auxiliary Lane,CO
KIEWIT INFRASTRUCTURE CO.,"$5,430,545.00",C17280,5,US 160 INTERCHANGE PHASE 3,004,Minor Contract Revision,20120301,$0.00,US 160 Median Guardrail Type 6 Materials,MR
KIEWIT INFRASTRUCTURE CO.,"$5,430,545.00",C17280,5,US 160 INTERCHANGE PHASE 3,001,Plan Force Account,20110112,"$1,065,350.00",Plan Force Account,FA
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,008,Contract Modification Order,20101026,"$17,923.24",CMO #08 - 20 Foot and 24 Foot Deer Guard,CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,009,Contract Modification Order,20101026,"$38,930.00","CMO #09 - 12"" PVC Irrigation Line",CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,010,Minor Contract Revision,20101026,$0.00,CO #10 - MCR Wildlife Detection System Revisions,MR
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,013,Contract Modification Order,20110804,"$63,553.28",CMO #013 - Project Extension due to Raptor Restriction,CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,005,Minor Contract Revision,20100827,$0.00,CO #5 - MCR Items through July 2010,MR
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,001,Plan Force Account,20100210,"$864,400.00",Plan Force Account,FA
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,004,Contract Modification Order,20100720,"$78,880.12",CMO #04 - Deer Guards,CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,006,Modifications With No CMO/MCR Required,20100924,"-$19,683.32",CO #06 - Price Reductions and Liquidated Damages,00
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,003,Contract Modification Order,20100720,"$48,589.20",CMO #03 - Intersection Lighting,CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,002,Minor Contract Revision,20100518,$0.00,CO#02 - MCR Item through May 2010,MR
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,007,Modifications With No CMO/MCR Required,20101004,"-$11,937.80",Supplier Lien,00
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,014,Contract Modification Order,20110818,"$20,019.16",CMO #14 - Excavation Quantity Increase,CO
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,012,Modifications With No CMO/MCR Required,20110315,"$31,621.12",Adjustment for Price Adjustments and Lien,00
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,011,Minor Contract Revision,20110502,$0.00,CO #11 - MCR Items through April 2011,MR
OLDCASTLE SW GROUP INC. dba FOUR CORNER MATERIALS,"$5,293,814.51",C17282,5,CR 222/223 INTERSECTION IMPROV,015,Contract Modification Order,20110929,"$8,628.16",CO #15 - Project Extension and CO Items through August 2011,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,006,Minor Contract Revision,20101013,$0.00,"D7 Inlet, Type 2  1-M C & G, 30x19 Ellipt. Pipe; MCR #6",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,003,Contract Modification Order,20100527,"-$72,881.40","Value Engineering Change Proposal ""Soil Nail Walls"",  CMO #3",CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,005,Contract Modification Order,20100927,"$320,657.00",Project Extension South to HWY 6 and Extra Work; CMO #5,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,001,Plan Force Account,20100127,"$668,800.00",Plan Force Account,FA
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,007,Minor Contract Revision,20110201,$0.00,"Meter Pit Mat., 3L Trans. and MH Spec. 25'; MCR #7",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,002,Minor Contract Revision,20100511,$0.00,Berry Creek CONSPAN Culvert Footing Subgrade Stabilization,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,004,Minor Contract Revision,20100726,$0.00,6 Inch Underdrain and Roadway Subgrade Stabilization; MCR#4,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,019,Subcontractor/Supplier Lien-SiteMgr only,20110909,-$1.00,Corrected Subcontractor Lien; CPSS,CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,013,Modifications With No CMO/MCR Required,20110608,-$1.00,"Dalco Industries, Inc.; Lien",00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,011,Minor Contract Revision,20110516,$0.00,Miscellaneous Guardrail Items and Trash Guards; MCR #11,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,015,Minor Contract Revision,20110803,$0.00,Survey Monuments and Additional Wiring; MCR #15,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,010,TIME EXTENSION,20110308,"$247,048.00",Project Delays Resolution,TE
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,014,Modifications With No CMO/MCR Required,20110726,"$7,000.00",Construction Surveying Extra Work $100.00/Hour,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,017,Subcontractor/Supplier Lien-SiteMgr only,20110825,-$1.00,"Subcontractor Lien; Alert Traffic Control, Inc.",CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,008,Subcontractor/Supplier Lien-SiteMgr only,20110201,"-$32,050.84",Supplier Lien,CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,009,Subcontractor/Supplier Lien-SiteMgr only,20110210,"-$9,605.46",Supplier Lien,CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,016,Subcontractor/Supplier Lien-SiteMgr only,20110816,-$1.00,Supplier Lien,CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,012,Modifications With No CMO/MCR Required,20110608,-$2.00,Traffic Control and Materials Price Adjustments,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$6,422,888.00",C17303,3,I-70 EDWARDS INTERCHANGE UPGRA,018,Subcontractor/Supplier Lien-SiteMgr only,20110908,-$1.00,Subcontractor Lien; CPSS,CL
SCOTT CONTRACTING INC.,"$1,891,616.90",C17304,3,I-70 EXIT 116 IMPROVEMENTS - GLENWOOD,013,Minor Contract Revision,20100302,$0.00,CO-013 Qwest Billing,MR
SCOTT CONTRACTING INC.,"$1,891,616.90",C17304,3,I-70 EXIT 116 IMPROVEMENTS - GLENWOOD,014,Modifications With No CMO/MCR Required,20100309,"-$9,919.21",CO-014 OJT Penalties (Added Item No CMO/MCR Required),00
SCOTT CONTRACTING INC.,"$1,891,616.90",C17304,3,I-70 EXIT 116 IMPROVEMENTS - GLENWOOD,012,Minor Contract Revision,20100129,$0.00,CO-012 MCR Items,MR
SCOTT CONTRACTING INC.,"$1,891,616.90",C17304,3,I-70 EXIT 116 IMPROVEMENTS - GLENWOOD,015,Modifications With No CMO/MCR Required,20100429,-$640.00,Added Price Reduction Line Items 1570 & 1575,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,001,Plan Force Account,20101201,"$254,000.00",Plan Force Account,FA
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,020,Minor Contract Revision,20120907,$0.00,"MCR #014, Purchase of Remaining Seeding Final Stabilization",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,021,TIME EXTENSION,20120907,$0.00,"CMO #2, Liquidated Damages Waiver",TE
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,022,Modifications With No CMO/MCR Required,20120907,$900.00,105.12(a) Extra Surveying,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,011,Modifications With No CMO/MCR Required,20110916,$0.00,0825  0300 206-00000 Structure Excavation O-09-X,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,019,Subcontractor/Supplier Lien-SiteMgr only,20120716,"-$14,184.53","109.06(c) Subcontractor/ALERT Traffic Control, Inc. Lien",CL
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,016,Modifications With No CMO/MCR Required,20111221,-$100.00,105.17 Overweight Vehicle Price Reduction,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,005,Minor Contract Revision,20110711,$0.00,"MCR #004, 12 In Ductile Iron Pipe Coupling",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,006,Minor Contract Revision,20110711,$0.00,"MCR #005, Wetland Mitigation",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,014,Minor Contract Revision,20110929,$0.00,"MCR #010, 6"" Concrete Pavement Isolation Joints",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,015,Minor Contract Revision,20110929,$0.00,"MCR #011, TER Sediment Trap",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,004,Minor Contract Revision,20110711,$0.00,MCR #003 12 In Butterfly Valve Plan Clarification,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,009,Minor Contract Revision,20110811,$0.00,"MCR #008, Additional Precast Concrete Barrier",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,010,Modifications With No CMO/MCR Required,20110811,$0.00,620- Field Facility Long Distance Charges,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,012,TIME EXTENSION,20110929,$0.00,"CMO #1, Runaway Truck Accident Time Extension",TE
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,008,Minor Contract Revision,20110811,$0.00,"MCR #007, Dispute Resolution Specification Change",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,002,Minor Contract Revision,20110606,$0.00,MCR #001 Portable Message Sign Panel,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,003,Minor Contract Revision,20110606,$0.00,MCR #002 Front End Loader Hours,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,007,Minor Contract Revision,20110811,$0.00,"MCR #006, Project Engineer Cell Phone",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,018,Minor Contract Revision,20120907,$0.00,"MCR #013, Force Account Hazmat Structure Sealing",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,017,Minor Contract Revision,20120907,$0.00,"MCR #012, Force Account Barrier Reflector Strips",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$2,745,766.00",C17314,5,US 160 Wolf Creek Safety Improvements and Priority Culverts,013,Minor Contract Revision,20110929,$0.00,"MCR #009, Additional Class III Ground Sign Items",MR
ELAM CONSTRUCTION INCORPORATED,"$3,677,038.45",C17315,1,SH 91 COPPER MOUNTAIN TO COUNTY LINE,001,Plan Force Account,20110608,"$547,300.00",Plan Force Account,FA
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,004,Minor Contract Revision,20101105,$0.00,F-13-O & F-13-P Design Modifications,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,005,Minor Contract Revision,20101105,$0.00,F-13-O Expansion Joint Repair,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,006,Minor Contract Revision,20101105,$0.00,F-13-T Design Modifications,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,007,TIME EXTENSION,20101105,$0.00,Extra Time for Extra Work,TE
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,001,Plan Force Account,20100210,"$489,100.00",Plan Force Account,FA
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,002,Minor Contract Revision,20101001,$0.00,Item Error for Median Terminal,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,003,Minor Contract Revision,20101006,$0.00,Stockpile Asphalt Millings for Forest Service,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,008,Minor Contract Revision,20101221,$0.00,F-13-T Abutment 3 Crack Seal,MR
"ASPHALT SPECIALTIES CO., INC.","$2,955,811.15",C17316,1,I-70 WEST EJMT TO BAKERVILLE,009,Minor Contract Revision,20101221,$0.00,F-13-J and F-13-L Smoothness Profile and Grind,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,005,Contract Modification Order,20101007,"$43,600.00",Stockpile Unclassified Excavation,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,006,Contract Modification Order,20101007,"$162,000.00",ABC Class 3 (CIP),CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,007,Minor Contract Revision,20110119,$0.00,Delineators (Type I) and Type C Inlet Changes,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,008,Minor Contract Revision,20110119,$0.00,Force Account Payment For Pipe Work,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,013,Minor Contract Revision,20110503,$0.00,Mast Arm Extension,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,014,Contract Modification Order,20110609,$0.00,Time Compensation for Differing Site Conditions,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,001,Plan Force Account,20100609,"$1,129,136.00",Plan Force Account,FA
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,004,Minor Contract Revision,20100924,$0.00,Construction Surveying,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,002,Contract Modification Order,20100924,"$43,600.00",Stockpile Unclassified Excavation,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,003,Contract Modification Order,20100924,"$162,000.00",ABC Class 3 (CIP),CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,021,Contract Modification Order,20120322,$0.00,Time Compensation for Differing Site Conditions,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,010,Minor Contract Revision,20110325,$0.00,Traffic Signal Pole and Wiring,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,023,Contract Modification Order,20120322,"$285,914.21",Compensation for Differing Site Conditions,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,020,Minor Contract Revision,20110722,$0.00,Parking Lot Paving,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,016,Minor Contract Revision,20110721,$0.00,MCR # 16  Wetlands Ditch Protection,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,017,Minor Contract Revision,20110722,$0.00,F/A Utilities,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,018,Modifications With No CMO/MCR Required,20110721,"-$1,278.00",No CMO/MCR Required  Materials Price Reduction,00
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,022,Minor Contract Revision,20111130,$0.00,Minor Contract Revision - Added Pay Items,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,009,Minor Contract Revision,20110316,$0.00,Traffic Signal Pole and Wiring,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,019,Minor Contract Revision,20110721,$0.00,Pedestrian Railing (Steel)  MCR #19,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,015,Minor Contract Revision,20110610,$0.00,Clearing and Grubbing,MR
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,011,Contract Modification Order,20110421,"-$205,600.00",Correction to CMO #002 and #003,CO
LAWSON CONSTRUCTION CO.,"$8,237,445.21",C17318,3,I-70B WIDENING EAST OF 24 ROAD,012,Minor Contract Revision,20110421,$0.00,Correction to CMO #009,MR
"W.L. CONTRACTORS, INC.","$200,530.00",C17332,1,SIGNAL UPGRADE ON SH 40  AT IN,005,Minor Contract Revision,20100505,$0.00,HyroVac Excavator,MR
"W.L. CONTRACTORS, INC.","$200,530.00",C17332,1,SIGNAL UPGRADE ON SH 40  AT IN,006,Minor Contract Revision,20100513,"-$6,125.00",Reconcile MCR no. 3 Budget,MR
R.E. MONKS CONSTRUCTION COMPANY LLC,"$3,567,183.63",C17353,2,SH115 IMPROVEMENTS FT. CARSON,001,Plan Force Account,20101013,"$980,424.00",Plan Force Account,FA
R.E. MONKS CONSTRUCTION COMPANY LLC,"$3,567,183.63",C17353,2,SH115 IMPROVEMENTS FT. CARSON,002,Minor Contract Revision,20110325,$0.00,Removal Items and Annular Space Grout,MR
R.E. MONKS CONSTRUCTION COMPANY LLC,"$3,567,183.63",C17353,2,SH115 IMPROVEMENTS FT. CARSON,003,Minor Contract Revision,20110906,$0.00,Gate 5 Improvements,MR
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,165,043.41",C17357,5,US 160 SHAW CREEK TO DEL NORTE PH 2,003,Minor Contract Revision,20100607,$0.00,Added Items,MR
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,165,043.41",C17357,5,US 160 SHAW CREEK TO DEL NORTE PH 2,001,Plan Force Account,20100310,"$1,320,280.00",Plan Force Account,FA
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,165,043.41",C17357,5,US 160 SHAW CREEK TO DEL NORTE PH 2,002,Contract Modification Order,20100428,"$166,320.00",Add Geotextile (Crack Reduction)(High Density),CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,165,043.41",C17357,5,US 160 SHAW CREEK TO DEL NORTE PH 2,004,Modifications With No CMO/MCR Required,20100715,"-$4,736.64",Price Reduction for Performance Grade Binder,00
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,002,Contract Modification Order,20111027,"$5,742.93",CMO 01 - Relocation of Water Collection System for Spring,CO
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,007,Contract Modification Order,20120828,"$11,688.15",Water Spring Relocation Agreement,CO
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,008,Contract Modification Order,20120830,-$312.58,Price Reduction for Seeding,CO
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,009,Modifications With No CMO/MCR Required,20120906,-$20.00,Price Reduction - Overweight Trucks,00
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,006,Modifications With No CMO/MCR Required,20120725,-$133.20,Price Reduction - Guardrail Type 7 (Slump),00
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,001,Plan Force Account,20110622,"$582,181.40",Plan Force Account,FA
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,003,Contract Modification Order,20120127,"$16,299.89",CMO 02 - Added Underdrain and Culvert near STA 400+00,CO
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,004,Contract Modification Order,20120711,"-$63,888.60",CMO 03 - Redesign STA 407+00 to 426+00,CO
CONNELL RESOURCES INCORPORATED,"$6,893,218.14",C17358,3,SH 131 CHOKE CHERRY SOUTH,005,Contract Modification Order,20120711,"$192,214.50",CMO 04 - Soft Spot Repairs,CO
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,004,Contract Modification Order,20110714,$0.00,Concrete Class D (Bridge) for the Bridge Curbs CMO # 3,CO
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,011,Minor Contract Revision,20111019,$0.00,Installation of Traffic Loop - MCR/CMO # 11,MR
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,001,Plan Force Account,20110420,"$806,624.00",Plan Force Account,FA
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,005,Minor Contract Revision,20110715,$0.00,Addition of Geogrid Reinforcement - MCR/CMO # 5,MR
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,009,Minor Contract Revision,20110930,$0.00,Additional Adjust Guardrail - MCR/CMO # 9,MR
"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55",C17361,3,SH 141 UNAWEEP CANYON OVERLAY,010,Minor Contract Revision,20111007,$0.00,"Addition of Reset Mailbox Str (Type 1, 2 & 3) - MCR/CMO # 10",MR
